sozshakllar,soni
qozonga,1
tuvoq,1
shirinso‘z,1
qotirdi,1
chayir,1
topolmaymiz,1
urug‘i,1
turamiz-u,1
jodu,1
megajin,1
alamb,1
televizorda,1
ilan,1
domla,1
toshkentday,1
shahri,1
azimda,1
asabiylashib,1
anqoning,1
tutqazmaysan,1
bichilib,1
qolmaydi-ku,1
keliningizga,1
ushladingmi,1
ko‘rganmish,1
sovchilikka,1
dachalariga,1
mashinasida,1
slujebniy,1
bormayman-ku,1
rashk,1
sandalning,1
deymiz,1
ko‘ngillarida,1
boshlig‘imiz-da,1
tanimasangiz,1
ichadimi,1
deymizmi,1
jigar-bag‘ri,1
go‘rga,1
chehrasida,1
kelinini,1
opani,1
yomonlayotganini,1
o‘zimizni,1
suzilib,1
bdagilar,1
qiziquvchanligi,1
yuborish,1
epla,1
hamdardlik,1
ering,1
turibsiz,1
maqtayotgan,1
qorishtirib,1
aylansin,1
bafurja,1
gaplashamiz,1
qo‘ygansiz,1
harqalay,1
gapingga,1
uylanmasam,1
og‘gan,1
mulla,1
so‘ppayib,1
kvartira,1
surishtirmagan,1
kooperativniy,1
beraver,1
razvodga,1
kiyinmaysizmi,1
yig‘ishtir,1
lahadga,1
ko‘paymasidan,1
aytuvdim,1
qo‘lsiltadi,1
icharmishlar,1
alamlaridan,1
itdek,1
risol,1
byulleten,1
berasan,1
nosvoy,1
soqolli,1
g‘urillab,1
tivit,1
yo‘talayotgan,1
paltosi,1
gapimiz,1
o‘qigani,1
kipriklarigacha,1
medinstitutida,1
gapirolmadi,1
andijon,1
og‘zida,1
ko‘rpasining,1
ma’noli,1
ko‘tardi-da,1
borishgani,1
asakaga,1
o‘pdi-da,1
suhbatimizga,1
qorasuvda,1
o‘lsin-a,1
xavotirlanib,1
toshkentga,1
opichlab,1
uchtasini,1
derdilar,1
nazari,1
akillagani,1
ketingni,1
yaramasa,1
tonglardan,1
samovarning,1
tasvirlar,1
tushirilgan,1
biznikidan,1
tangalar,1
opalarning,1
qo‘njidan,1
piymamning,1
yog‘ganki,1
jo‘mrak,1
issiqqina,1
tovoqqa,1
turgisi,1
o‘ynashga,1
yaxlaydi,1
tomadi,1
derazalarga,1
qorbobo,1
tupuk,1
rasm,1
yotgandan,1
tuf,1
ketarkanman,1
qog‘ozlarni,1
chala,1
bolangni,1
bizdayam,1
go‘rgaydi,1
pissayib,1
samimiyat,1
tanimadingiz,1
gapirmang,1
ro‘molchasiga,1
piqilladi,1
bo‘ldi-bo‘ldi,1
kelganingga,1
yuzasidan,1
o‘ttizga,1
ketyapti,1
odob,1
olmasam,1
baloni,1
edilar-ku,1
tepsang,1
yuzta,1
yog‘iladi-yu,1
orifman,1
tanimadingiz-a,1
juvonni,1
tayloqday,1
kichrayib,1
bo‘lmasayam,1
mitti,1
kelisharmish,1
ishxonadagilari,1
o‘g‘liman,1
savolini,1
uqdi,1
umidlar,1
savolni,1
tiqii-ib,1
yotgin,1
demagin,1
ko‘zimdagi,1
yangilab,1
yarasini,1
surishtirishni,1
kelsa-da,1
so‘ragim,1
tuzukmilar,1
hovlinglarni,1
kutuvdim,1
orif-ku,1
umidim,1
afzalxonga,1
bormoqchi,1
ma’rakada,1
qo‘yibsizlar,1
xolamlarni,1
tolib,1
laqab,1
shapko‘r,1
taqardi,1
xavotirli,1
o‘g‘li-ku,1
eplasin,1
avtobusga,1
yong‘og‘imdan,1
ketganday,1
jild,1
osgan,1
ochayotgandek,1
aytmasligi,1
yamlabdi,1
qoshiqdek,1
yuvgan,1
narvondan,1
urgani,1
ko‘zoynagi,1
urgurlar,1
yetmaydimi,1
ko‘rgiliging,1
keldingmi,1
singur,1
ketibsan-ku,1
shakartoyim,1
osgancha,1
uchinchida,1
nochorligini,1
mehribonchilik,1
avvalgidan,1
jo‘nashim,1
chuchvara,1
ketaylik,1
qovurma,1
vaqtli,1
horib-charchab,1
kindiging,1
orifim,1
shoxing,1
cho‘nqaygancha,1
kelinmas,1
shoxini,1
deganman,1
yorar,1
etagidan,1
ilojim,1
yetdim,1
ko‘rishimni,1
o‘tkazsa,1
kutgan,1
o‘zi-chi,1
arqonning,1
bittami,1
qarg‘ayapti,1
kimnidir,1
arqonlab,1
o‘g‘lingiz,1
ochmagan,1
qo‘limizdan,1
bodomga,1
sezgi,1
tushmabdi,1
jahlidan,1
yo‘qlama,1
shoshmang,1
tavanxonada,1
o‘qidik,1
o‘ynaymiz,1
o‘nta,1
umidsiz,1
dadangni,1
javdirardi,1
to‘kmasdan,1
tokchadagi,1
chiqarmasdan,1
tovoqdan,1
surildi,1
o‘ynaysanmi,1
xazar,1
yong‘og‘im,1
qarzga,1
eshikka,1
chopmadi,1
gapdan,1
ajratdi,1
q-qo‘ynida,1
qo‘yiladi,1
q-q-qanjiq,1
tekkizsangiz,1
tekkizolmasangiz,1
yong‘og‘ingiz,1
deyavering,1
yotganimda,1
q-qonga,1
bo‘lmaganda,1
suratdagi,1
chust,1
oshno,1
suyanchig‘i,1
yorga,1
chin,1
kira,1
ko‘nib,1
to‘tiyo,1
zargarga,1
to‘yxona,1
shirali,1
oshdekkina,1
sovugan,1
kattalarning,1
derazasidan,1
aytganda,1
aynovni-ya,1
ta’biri,1
stul,1
daftar-kitoblar,1
uylandi,1
kirpech,1
ma’no,1
bo‘lmaydigan,1
tushunib,1
kattalarnikiga,1
erib,1
yopishayotganini,1
qiynalardim,1
zarb,1
suradi-yu,1
chopadi,1
qo‘yganim,1
pastakkina,1
bemorlar,1
changallagan,1
qorib,1
poliklinikasiga,1
rayon,1
kalovlanib,1
yuqi,1
qaqshab,1
bilagi,1
paytavani,1
hammayog‘im,1
oynasini,1
tiqilinch,1
to‘rttala,1
mashinaning,1
piymamni,1
cho‘mildim,1
anhorda,1
chiqqandim,1
yechguncha,1
qiynalib,1
xanik,1
o‘xshatibgina,1
ataladan,1
tepdi,1
anqigan,1
sirqillagancha,1
bo‘ysunavermaydi,1
nafis,1
ichdi-yu,1
jiyirdi,1
otlantirdi,1
bormayman,1
nordon,1
o‘rtog‘ingizmi,1
o‘ynar,1
vaqtli-ku,1
o‘qituvchimnikiga,1
zanjirni,1
uyalar,1
ammamdan,1
eshitishga,1
kursining,1
hayiqqani,1
suhbatini,1
qo‘rqqanim,1
kiyindim,1
aftiga,1
silkinib-silkinib,1
chayqaganda,1
gaplashardi,1
qisqa,1
qarashga,1
toylarnikidan,1
o‘rindiqda,1
bo‘lavermang,1
ovorasi,1
risolatni,1
dilingizni,1
tushmagur,1
tutolmasdim,1
risolatxondan,1
o‘pkamni,1
bo‘lagiga,1
yig‘layotganimni,1
yubordim-da,1
ko‘nmayapti,1
urganini,1
yig‘lashini,1
dir-dir,1
shohid,1
og‘ritmoqchi,1
ko‘rmadim,1
boltasi,1
emasmiz,1
bilamiz,1
chirchiqqa,1
alamdanmi,1
qo‘rquvdanmi,1
buzoqqa,1
mavridi,1
q-qani,1
n-nima,1
og‘zingiz,1
rostlagan,1
tabassumi,1
qolgandak,1
xohishimizga,1
gapirasanmi-yo‘qmi,1
qonunlari,1
xo‘jadan,1
ishonmayman,1
eshonoyimning,1
tushganmish,1
kesayotganda,1
kelyapman,1
chirchiqdan,1
daragini,1
oyoqlariga,1
so‘ysak,1
arziydi,1
bitirayotganimda,1
piyolasi,1
sinfni,1
o‘ninchi,1
tutilib-tutilib,1
ko‘rolmayapman,1
suzadi,1
gapmas,1
surar,1
ko‘rinar,1
gapboshladi,1
tomondagi,1
qulchilikka,1
kunchiqar,1
hushini,1
orzu-havasini,1
to‘plagandek,1
ahmoqmas,1
turasizmi,1
chalganlari,1
saqlardi,1
o‘ngida,1
chiranib,1
adangdan,1
bolg‘ani,1
uradi-da,1
g‘ilofli,1
qaynatayotgan,1
arolab,1
boshlanibdi-ku,1
ichgani,1
gapimizni,1
izim,1
orqamda,1
ichsam,1
tatiydigan,1
qo‘rqamanmi,1
o‘ntaga,1
valijonim,1
duosini,1
nevaraning,1
oldilarida,1
opkeb,1
ko‘paydi,1
jigarini,1
chalish,1
taraqlatadi-yu,1
chalayotgan,1
chiqay,1
kabinaga,1
abdujabborga,1
kelmasin-u,1
ichmay,1
aytish,1
gaplashish,1
gurillatib,1
tushdan,1
ustaning,1
mashinamda,1
vadavang,1
uzatgan,1
singlimnikiga,1
emishman,1
birrov,1
ashulasi,1
tanlaysiz,1
oberaman,1
valijon,1
titroq,1
yiqilarkan,1
oshga,1
yelarkan-yugurarkan,1
bola-chaqam,1
shikasta,1
tunukani,1
qo‘llariga,1
so‘lg‘in,1
bardammisiz,1
turgunlaringcha,1
solmagan,1
razm,1
tashvishim,1
ma’rakalarida,1
ko‘targudek,1
uzay,1
uzgani,1
piston,1
kavlab,1
zinaga,1
kabinasida,1
bermagan,1
chiqardi-da,1
sazangizni,1
mamashkani,1
kirishmadi,1
otvertkangni,1
kurtkasini,1
paralon,1
g‘aribona,1
yetmagan,1
qarzim,1
tashlasam,1
qarzingiz,1
ertadan,1
sochlarini,1
o‘ldirgan,1
alp,1
ketaverarkan,1
kirgandek,1
o‘tiraman,1
ezamiz,1
yoqdamas,1
qilgim,1
yurishiga,1
kelmay,1
o‘tiribsanmi,1
kiyimlar,1
o‘zimningshirin,1
bosarkan,1
yodgorim,1
singlimdan,1
tusga,1
ko‘rishdik,1
bashang,1
qo‘ndirilgan,1
soqollar,1
qirtishlangan,1
qoralab,1
xizmat-pizmat,1
qordek,1
shang‘illashi,1
gursillaydigan,1
chapanilarcha,1
yarashadi,1
qomatli,1
chiqardik,1
gurillatgancha,1
mayib,1
topish-tutishingizning,1
so‘yib,1
taxta,1
kamsitmagan,1
xatlab,1
topilsa,1
ko‘taribdiki,1
to‘polon,1
chunonam,1
bo‘yoq,1
kursini,1
ko‘tarilganidan,1
g‘irt,1
so‘qqaboshsiz,1
hisobdan,1
chapani,1
ko‘nishmabdi,1
idoradagilar,1
gul,1
berasanlar,1
avaylagancha,1
tashlash,1
pol,1
tiqaman,1
o‘choqqa,1
tegizib,1
bolalaysan,1
tashvishini,1
edi-yu,1
yumma,1
tasavvurimda,1
sinfxonani,1
olsang-chi,1
insonning,1
imlaydi,1
keting,1
chiqsa-chiqadiki,1
yomonlikni,1
unutishi,1
xotirasi,1
kelaveradi,1
olovdek,1
qaradik,1
o‘tyapti-yu,1
tilidan,1
jonlanadi,1
o‘zbekning,1
otpuskasi,1
partaga,1
qiynamasdi,1
bilgani,1
qurish,1
kelishmasdi,1
g‘ni,1
mehmonxona,1
imorat,1
qiynalardi,1
talaydi,1
qoqishmi,1
ichirsang,1
hayqiradi,1
xolanikiga,1
ko‘rganimdayoq,1
ichganini,1
koyishga,1
arig‘i,1
bola-chaqali,1
qilmoqchimisan,1
mo‘ylovigacha,1
ichirishga,1
qoramtir,1
o‘xshamas,1
tepadan,1
yurishi,1
nimagaligi,1
suvda,1
g‘oz,1
o‘ylayapsizmi,1
namoyish,1
tashlagancha,1
yopishga,1
ketmonni,1
endiyam,1
erkaklardek,1
hayiqmaydigan,1
tushdek,1
muyulishda,1
aro-o-lab,1
ettiraveradi,1
o‘rinlatadi,1
opkela,1
halol,1
kamchiligi,1
chertsa,1
baham,1
peshingacha,1
kelganlarni,1
turadi-yu,1
tushlik,1
qizg‘anchiq,1
chidolmay,1
barakali,1
monpasi,1
sayrab,1
qilaverdim,1
deyolmayman,1
sezdirmaslik,1
yengiga,1
zahariga,1
o‘chdi-qoldi,1
qo‘rqqulik,1
vajohati,1
ashulani,1
vang,1
qo‘yaymi,1
ishtonimga,1
bo‘lasanmi,1
ahmoqsan,1
qiyofaga,1
valisiga,1
qolishi,1
bormoqchiman,1
qaynonasiga,1
olganim,1
moyday,1
so‘zlari,1
qaytmaydigan,1
shaylanadigan,1
aylanadigan,1
javobimni,1
yopdi-yu,1
uvali-juvali,1
buragan,1
karnayga,1
dardning,1
davosi,1
boshqalarda,1
qaynotasiga,1
shopday,1
unutganday,1
mo‘ylovlari,1
bo‘laman-u,1
siqilsam,1
qopday,1
qorinlari,1
ayamay,1
karmonni,1
yupatishi,1
dutorini,1
sayratgan,1
dilimizni,1
bolasimasman,1
oshini,1
olganingdan,1
o‘nglab,1
seniki-da,1
qochganda,1
saidaga,1
sochiq,1
qo‘ydilar,1
ketganlar,1
olmasangiz,1
ikkita-ikkitadan,1
uchovlari,1
qaynsingillariga,1
yayratgan,1
asal,1
biri-biridan,1
biridan,1
anuv,1
ziyorat,1
baxtli,1
zebixola,1
boruvdim,1
birzum,1
payshanba,1
yurish,1
erkakcha,1
boyagidan,1
chivindek,1
sozlab,1
izlay,1
ketuvdilar,1
sholro‘mol,1
folbinnikiga,1
egriligidan,1
chaqirdim,1
haftalarga,1
g‘o‘laga,1
borsangiz,1
turkmanistonga,1
otlan,1
jizzaxga,1
lanjlik,1
turishibdi,1
uqa,1
sudradi,1
to‘planib,1
qilganlar,1
qarindosh-urug‘lari,1
moskvichi,1
nimasinidir,1
betkayida,1
o‘xshataman,1
yonga,1
qolmabman,1
salomga,1
turishimi,1
yopingan,1
kelinchakni,1
joning,1
ko‘ringan,1
yonganida,1
boshqalarni,1
qarisin,1
etagining,1
bari,1
qo‘shgani,1
qilishdi,1
hovlidagilar,1
egdi,1
kuymaydi,1
kuydirmagin,1
gapdek,1
xayolimda,1
yaqinroqda,1
javoban,1
jurnalist,1
mashakni,1
dilkash,1
samarqandda,1
baxti,1
teskarisi,1
yutgudek-a,1
bo‘shashgangina,1
o‘tkir,1
tojikistonga,1
komandirovkaga,1
oldilariga,1
bandlar,1
g‘ijimlangan,1
qoqlab,1
choponni,1
vintlar,1
joy-joyiga,1
shundoqligicha,1
yelkaga,1
padar,1
murvat,1
apparat,1
qusur,1
jarrohdek,1
no‘noq,1
cho‘ntakniyam,1
yo‘qsiz,1
voshillab,1
paxmel,1
bemorning,1
ochdim-u,1
kavlashtirishga,1
karbyuratorni,1
xohlamaydilar,1
tavakkal,1
ishlayapti,1
nasosi,1
beryapti,1
generator,1
ergashaman,1
gaykalar,1
tormoz,1
chiqishim,1
ko‘rmaysanmi,1
ketayotganday,1
yopayotgan,1
kunim,1
karbyuratorga,1
ovsar,1
qo‘shninikida,1
joylashganiga,1
erinmasdan,1
xurmacha,1
lash-lushni,1
olmadek,1
murvatlarni,1
motorga,1
bergani,1
g‘um,1
diydiyosini,1
tabib,1
tuzalaman,1
qiziqadi,1
temir-tersakka,1
bilasiz-ku,1
zotiga,1
latta-puttasini,1
tursang,1
odamsan,1
taraqlab,1
avrashga,1
ichmasam,1
narvonning,1
g‘ashi,1
soldi-yu,1
qo‘yadilar,1
nimchasiga,1
rahmlari,1
yumshamadilar,1
sirg‘alarni,1
tushdim-u,1
ushlang,1
ziraklarni,1
o‘zimnikimas,1
nomahramlar,1
pishdi,1
mastavani,1
achchiqqina,1
qilyaptilar,1
pichir-pichirga,1
pardani,1
ko‘tarildi-yu,1
mastavadan,1
qadamlar,1
grammgina,1
bo‘lsa-ku,1
chaqiraverganlaridan,1
ishonchsiz,1
o‘chibroq,1
qo‘shni-jon,1
ikkalasini,1
taqdi,1
uvolimga,1
tillamikan,1
so‘mgina,1
opasiga,1
toydek,1
xotam,1
yelib-yugurgan,1
o‘g‘illarni,1
qilichdek,1
gangib,1
jahonda,1
yebdimi,1
esini,1
qalbakisini,1
vuy-y-y-y,1
tobim,1
xitobi,1
ko‘nish,1
hayratli,1
chekka-chekkadagi,1
oberib,1
husn,1
husniga,1
shol,1
qaringlar,1
dediyu,1
botishga,1
qilgandim,1
yig‘lagudek,1
maktab-ku,1
maktabligini,1
machitga,1
ko‘zdagi,1
sepay,1
changi,1
supuray,1
shiqirlatgancha,1
yor,1
jimirlab,1
siltagan,1
badanim,1
kuylardiki,1
bosiq,1
mayinlashgani,1
yoqimli,1
qistirilgan,1
gajak,1
erkaklarnikiga,1
yo‘rtdi,1
jaholatda,1
taralardi,1
nurdek,1
tomi,1
jilovdan,1
sudragudek,1
qanotida,1
achchig‘ida,1
tepina,1
oqish-pushti,1
pishqirdi-yu,1
qo‘yibman-ku,1
qo‘ymaylik,1
savod,1
hasratingda,1
sarg‘ayurman,1
za’farondek,1
zahar,1
qistirdi-da,1
burniga,1
ko‘zda,1
g‘amda,1
tiqishtirib,1
yumgancha,1
o‘qing,1
eshitganim,1
sadoqati,1
esar,1
qo‘shiqlar,1
vafo,1
muhabbat,1
bo‘lganimdan,1
manzaranio‘ylasam,1
tinglash,1
zakuni,1
sadolari-yu,1
hamma-hammasi,1
tabiat,1
bekor,1
tebranar,1
burab,1
torlarning,1
vizillaganida,1
torta,1
kechqurunlari,1
saqlar,1
a’zoyi,1
tegizolmas,1
obke,1
badani,1
tortgancha,1
qoziqdan,1
borgin-da,1
o‘rtog‘ing,1
arqoniga,1
o‘ldirsang,1
g‘ildirakni,1
otiniki,1
arqonga,1
pasaytirmoqchi,1
yechilib,1
tisariladi,1
o‘cha,1
kirishdi,1
yugursak,1
g‘ildiratamiz,1
halqaga,1
bochkadan,1
buklaymiz-da,1
chir,1
ko‘pirib,1
yonar,1
suvlig‘idan,1
g‘ilofni,1
chalmas,1
jaranglar,1
sho‘x,1
sachratar,1
suyangancha,1
o‘rikka,1
tepinar,1
chuvir-chuvir,1
boshlashi,1
sadaflari,1
jilovini,1
bo‘shatolmas,1
qamchisiga,1
dilxiroj,1
jaranglatgancha,1
g‘ildiraklarni,1
tortmay,1
urishadilar-ku,1
jonivorda,1
yasatgan,1
buyurtirib,1
ustaga,1
kuylarni,1
navo,1
to‘rg‘ay,1
vahshiy,1
sendaqalardan,1
ucha,1
g‘alcha,1
bergandim,1
buyog‘iga,1
chaluvdi,1
qarashar,1
qiliq,1
sindirding,1
biring,1
garangmisanlar,1
qichqirib,1
sir,1
bilmasdi,1
maosh,1
oladilar,1
temirdanmi,1
ko‘payib,1
qo‘ydik,1
tiqdik-da,1
sinmaydi,1
zanglab,1
qutini,1
yuraveramanmi,1
javdiradi,1
quti,1
bostirmada,1
barkashni,1
jovdiratib,1
ip,1
sumalakka,1
devdi,1
g‘azablantirib,1
o‘yar,1
o‘tiring,1
ovqatim,1
yakka-yolg‘iz,1
chidarkan,1
jonlanib,1
kelsa-ya,1
oyda,1
ota-boladan,1
qolmayman,1
ishlariga,1
pishib,1
uh,1
uyoq-buyog‘ini,1
naluglar,1
opchiqish,1
sinaveradi,1
qilmasa,1
kesa,1
yog‘ochni,1
pichog‘i,1
sopli,1
chalsa,1
pasayib,1
hovuridan,1
yo‘nalgan,1
xo‘-o‘sh,1
yechdik,1
qo‘limiz,1
odammiz-ku,1
gapirishga,1
nimangiz,1
oqartirib,1
yurmay,1
dadangdan,1
molimiz,1
chaqirdi,1
opketsangiz,1
yedingmi,1
kelgandayam,1
holimiz,1
kimsanim,1
etolmas,1
yonboshiga,1
g‘ildiragini,1
silqib,1
ekanmiz,1
bormidi,1
kechadi,1
oyisida,1
xolami,1
jahldor,1
joylik,1
qo‘rqadigan,1
yo‘llaringga,1
nuri,1
ko‘zlarimning,1
g‘ildiratgancha,1
yugurmas,1
ko‘kish,1
ariqchadan,1
barkashingizni,1
uyimga,1
o‘ldiradi,1
bildingizmi,1
tushdimi,1
chiqdimi,1
g‘ajib,1
tashlaydigandek,1
voy-y-y,1
tindi-qoldi,1
talpingan,1
g‘ildiragim,1
pishqirdi,1
echkidan,1
jaranglayapti,1
jo‘r,1
siltanib,1
ikkovi,1
tori,1
yo‘qol-e,1
g‘ildiraklar,1
vovillashga,1
yeching,1
qo‘shig‘i,1
anovini,1
istehzoli,1
raqamga,1
ch,1
aylana,1
dardimni,1
ko‘rindim,1
qo‘shilolmasam,1
qilolmasam,1
jimjimador,1
tishiga,1
qirrasini,1
pallalarning,1
burchak,1
qirg‘ich,1
ayirdi-da,1
pallaga,1
jinnisi,1
ta’nadan,1
ololmasdi,1
payg‘ambar,1
mog‘or,1
uchinchimi,1
ichingiz,1
ko‘rasizki,1
boqsin,1
yetmaganlar,1
malaymi,1
qilmayman,1
pana,1
teshik,1
qocholmasdi,1
kovak,1
qilmoqchisan,1
kichkinaning,1
akalarimning,1
shox-shabbalar,1
so‘ksa,1
unut,1
ariq,1
ergashdik,1
iziga,1
oppoqqina,1
do‘mboqqina,1
laychang,1
qo‘rqqandek,1
ko‘risha,1
og‘iz-burun,1
pes,1
burningga,1
bo‘yimda,1
kelmasa,1
yasayotgan,1
yog‘ochidan,1
taloq,1
keladimi,1
vali-chi,1
ko‘rsataman,1
kelolmaydi,1
ho‘ng-ho‘ng,1
tushganda,1
yurmaysan,1
qonatish,1
deganlari,1
yuragini,1
tishining,1
qaytarmagani,1
uyalma,1
kulyapti-ku,1
kamissiyangning,1
ja-a-reniy,1
bilmaganlar,1
portladi,1
sinfxonada,1
jig‘iga,1
so‘rib,1
kirini,1
tegishsa,1
xirillaydi,1
qonatdi,1
kamissiya,1
senlarni,1
tuyg‘ular,1
yemaydimi,1
kamissiyang,1
achinaman,1
yalinishga,1
ketuvdi,1
ichmasdan,1
vazifasini,1
bajargandir,1
kelganim,1
bozorchada,1
o‘tirsak,1
abdi,1
nalugchilikdan,1
aravakashga,1
qarsillashi,1
tayoqning,1
ko‘targanicha,1
cho‘loqligi,1
qolganda,1
singanga,1
bosadi,1
birini,1
tug‘madi,1
qolishmas,1
zo‘rg‘a-zo‘rg‘a,1
bo‘shatishdi,1
tarqaldi,1
tushsa,1
egardan,1
tushmasdi,1
qarasak,1
jiyronini,1
gijinglatib,1
kelyapti-ku,1
yonboshladi,1
shineliga,1
falokat,1
kelayotganida,1
o‘lding,1
majnuntollar,1
hademay,1
bo‘shatgan,1
xabarni,1
ko‘rgilik,1
qo‘rqitgandir-da,1
xudobexabar,1
yig‘isiga,1
ajinaga,1
bezrayib,1
g‘udranib,1
so‘kindi,1
ko‘ringanmi,1
daf,1
opket,1
so‘zingdan,1
qaytma,1
tortdim-u,1
siltadi-da,1
tixirlik,1
jig‘ingni,1
do‘laytirdi,1
tisarilar,1
emib,1
qo‘yvor,1
uloqchalar,1
uloqchalardan,1
yubormas,1
uloqchani,1
aynib,1
yetmasmidi,1
mum,1
bilagimdan,1
tarsaki,1
bo‘yni,1
yo‘tala,1
simni,1
shovqin-surondan,1
baquvvatroq,1
olgandik,1
arqonnibo‘shatganidan,1
umidvor,1
o‘ralashar,1
ko‘zlarni,1
yubormadi,1
ko‘rmadim-e,1
qolmaslik,1
chorbog‘ida,1
yegandek,1
benasib,1
yoshga,1
to‘ldi,1
yalashdan,1
chuvillashar,1
so‘ksang,1
so‘k,1
bo‘g‘zidan,1
tirnoqqa,1
xonadoning,1
gullagan,1
qoldirdi-da,1
jilovi,1
boqqan,1
lampamoyga,1
yuzasida,1
yopdi-da,1
chaqqonlik,1
chaqqan,1
gugurt,1
supaning,1
miltiqni,1
ko‘ndalang,1
qo‘ygancha,1
odami,1
o‘ynashib,1
botirilgan,1
piyonistaning,1
tirsagi,1
pallasini,1
qog‘ozi,1
mo‘ltiratib,1
allakimning,1
otvoraman,1
ablahning,1
g‘ing,1
tiradi,1
burnimga,1
davlatni,1
yetadimi,1
ungayam,1
og‘iz-burnidan,1
qilmoqchisiz,1
voy-dod,1
yelkasidagi,1
voqeaning,1
bis-bis-bismillo,1
dahshatini,1
o‘ynayman,1
tappa,1
bilanchi,1
parishon,1
kallani,1
olovli,1
olgunimcha,1
hushimni,1
ketmonidan,1
tashlashidan,1
chiqarayotgan,1
artdi-da,1
opkirib,1
bo‘lsa-da,1
qorayganda,1
yugurgudek,1
xolaniki,1
qo‘shog‘iz,1
miltig‘ini,1
tovushlari,1
niyatini,1
qalqib-qalqib,1
miltiqqa,1
mo‘raladi,1
uchmagin-da,1
qo‘shnisi,1
ba’zi,1
yangisonini,1
jurnalning,1
ishlash,1
kabinetga,1
boshlangani,1
film,1
toliqqani,1
qurg‘ur,1
topilaveradi,1
o‘tirsangiz,1
televizor,1
bilamanki,1
qarg‘ishlarini,1
qanoatini,1
pesh,1
qo‘lginang,1
sutkani,1
melisa,1
yig‘lagim,1
turolmadim,1
ortiq,1
rozimasman-a,1
dunyo-bu,1
kesilmasa,1
qilichida,1
alining,1
hazrati,1
eshshak,1
kesilgur,1
egmaydi,1
varaqlab,1
qassob,1
jurnaldan,1
yaxshimisan,1
u-bu,1
yo‘qotish,1
sarqitini,1
eskilik,1
kresloga,1
dovdirabroq,1
sizlashni,1
sansirashni,1
kutmagan,1
ilmoqli,1
qizaloqdan,1
kechagina,1
yurishini,1
jinsi,1
modniy,1
eshitgandim,1
o‘qiyotganini,1
fakultetida,1
falsafa,1
yozaverasizmi,1
aralashasizmi,1
problemalargayam,1
hayotiy,1
tutqichini,1
ketmadi,1
bitirdi,1
olaver,1
tomingni,1
ensiklopediya,1
uyim-joyimdeb,1
maniki,1
to‘g‘rimi,1
zahringga,1
aslo,1
olmasa,1
seldek,1
yeldek,1
bo‘lsin-a,1
qiyma-qiyma,1
jodida,1
tilimni,1
to‘nkaydi,1
aybni,1
yopishgur,1
tanglayingga,1
so‘kkan,1
yeyavermaysanmi,1
balomi,1
o‘tiningizgacha,1
qirmochmi,1
qiyilgur,1
qirchiningdan,1
qipmanmi,1
o‘ynashimga,1
deydi-ya,1
o‘lasanmi,1
qarasang,1
ovqatingga,1
pardoz-andoz,1
qozixonami,1
go‘ri,1
shungayam,1
jindak,1
oshsiz,1
urishsiz,1
og‘zi-burningdan,1
laxta-laxta,1
yoqar,1
gapirardi-yu,1
bermaymanmi,1
qilmaysanmi,1
bo‘ldilar,1
onamqovog‘ini,1
urganimni,1
sarjin,1
ko‘zliroq,1
ishdalar,1
o‘qishda,1
yuzingizga,1
uchragur,1
parroniga,1
tig‘i,1
itarmas,1
ko‘kragimdan,1
sig‘maymanmi,1
sig‘g‘an,1
oyiginamning,1
oydinda,1
qilsangiz-chi,1
shukurini,1
shularning,1
birdek,1
jo‘ja,1
borasiz,1
kelgurni,1
qoning,1
yozasiz,1
ko‘zingizning,1
qoshimga,1
xush,1
qirqilgan,1
maydalab,1
likopchada,1
chaqilgan,1
nimalar,1
patnisda,1
patnis,1
atrofiga,1
qalamtaroshini,1
ko‘ylakligi,1
paranjisini,1
hidlagandek,1
ko‘rishayotganda,1
kepsizlar,1
qadrdonlarini,1
supraga,1
o‘rgilaylar,1
yaladi,1
oqsoqlangancha,1
tushirgan,1
hassasi,1
ruhlanib,1
o‘dag‘aylab,1
paranjisining,1
xunukroq,1
kelishardi,1
hujum,1
unisiga,1
vovullar,1
oldinroq,1
tanqis,1
atalgan,1
tayinlagani,1
tegmasdik,1
qa’nida,1
ho‘plab,1
surishtiring,1
so‘rang,1
sindirishga,1
og‘ritmas,1
sovchining,1
borish-kelish,1
tugunning,1
keltirgan,1
bilaguzuk,1
so‘lkavoylari,1
taqilgan,1
gapiring,1
mo‘min-qobil,1
o‘g‘limiz,1
uzgisi,1
qarzini,1
zimmasidagi,1
ota-ona,1
tag-zotli,1
eshitdik,1
supurgani,1
eshigingizni,1
umidda,1
bo‘larmiz,1
qarindosh,1
so‘rashganidan,1
o‘qishdi,1
shoshildi,1
elakni,1
sarqitga,1
boladir,1
oyoq-qo‘lini,1
ota-onasi,1
hurkmasa,1
xayollarga,1
hafsalasi,1
solamanmi,1
so‘ramasayam,1
surishtiradi,1
so‘raydi,1
yupatdim,1
yigiti,1
lattachaynar,1
elchi,1
gaplashsin,1
maqtaydi,1
elayotgan,1
umrimda,1
yozasiz-ku,1
kitobda,1
taomili,1
yuborayotgani,1
echkimanmi,1
ekansizki,1
xaridorlar,1
yupatgan,1
yubormaslik,1
buyoqda,1
sizsirab,1
ko‘rdimki,1
kurashmaysiz,1
eshigimizning,1
turmugini,1
buzgani,1
qishning,1
un,1
serqatnov,1
uyimizga,1
tuguni,1
taniydigan,1
uzoqdanoq,1
